"category","room_count","bathroom_count","size","type","price","city","region"
"Maisons et Villas",3,1,110,"À Louer",750,"Ariana","La Soukra"
"Appartements",4,1,150,"À Louer",1600,"Ariana","Ariana Ville"
"Appartements",2,1,90,"À Louer",500,"Ariana","Ariana Ville"
"Appartements",2,1,124,"À Vendre",284000,"Ariana","Chotrana"
"Appartements",3,1,100,"À Louer",380,"Ariana","Ariana Ville"
"Magasins, Commerces et Locaux industriels",1,1,231.5,"À Vendre",80000,"Ariana","Mnihla"
"Appartements",1,1,62,"À Louer",80,"Ariana","Autres villes"
"Appartements",2,1,60,"À Vendre",180000,"Ariana","Ennasr"
"Terrains et Fermes",3,1,120,"À Vendre",150000,"Ariana","Raoued"
"Magasins, Commerces et Locaux industriels",2,1,231.5,"À Louer",2500,"Ariana","La Soukra"
"Appartements",2,1,100,"À Louer",700,"Ariana","Ghazela"
"Appartements",2,1,95,"À Louer",850,"Ariana","Ennasr"
"Magasins, Commerces et Locaux industriels",1,1,231.5,"À Louer",1200,"Ariana","La Soukra"
"Appartements",2,1,120,"À Louer",700,"Ariana","La Soukra"
"Appartements",3,1,100,"À Louer",450,"Ariana","Autres villes"
"Appartements",1,1,72,"À Vendre",648800,"Ariana","Borj Louzir"
"Bureaux et Plateaux",1,1,20,"À Louer",650,"Ariana","Autres villes"
"Appartements",2,1,90,"À Vendre",160000,"Ariana","Borj Louzir"
"Appartements",1,1,58,"À Vendre",109000,"Ariana","Chotrana"
"Maisons et Villas",4,1,231.5,"À Vendre",648800,"Ariana","La Soukra"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Ariana","La Soukra"
"Appartements",4,1,83,"À Louer",500,"Ariana","Borj Louzir"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Ariana","La Soukra"
"Appartements",3,1,160,"À Vendre",350000,"Ariana","Ennasr"
"Terrains et Fermes",3,1,120,"À Vendre",70000,"Ariana","Raoued"
"Magasins, Commerces et Locaux industriels",1,1,70,"À Vendre",60000,"Ariana","Jardins D'el Menzah"
"Appartements",4,1,231.5,"À Vendre",648800,"Ariana","Ennasr"
"Appartements",3,1,140,"À Vendre",3e+05,"Ariana","Ennasr"
"Appartements",3,1,70,"À Louer",435,"Ariana","Borj Louzir"
"Appartements",3,1,130,"À Louer",790,"Ariana","Borj Louzir"
"Appartements",3,1,200,"À Vendre",550000,"Ariana","La Soukra"
"Appartements",3,1,70,"À Vendre",110000,"Ariana","Borj Louzir"
"Appartements",4,1,170,"À Vendre",648800,"Ariana","La Soukra"
"Magasins, Commerces et Locaux industriels",1,1,65,"À Louer",2000,"Ariana","La Soukra"
"Appartements",3,1,150,"À Louer",1200,"Ariana","Ennasr"
"Appartements",3,1,150,"À Vendre",320000,"Ariana","Ennasr"
"Maisons et Villas",3,1,140,"À Louer",1600,"Ariana","Jardins D'el Menzah"
"Appartements",2,1,143,"À Vendre",360000,"Ariana","La Soukra"
"Appartements",2,1,25,"À Louer",300,"Ariana","Borj Louzir"
"Terrains et Fermes",3,1,120,"À Vendre",170000,"Ariana","La Soukra"
"Appartements",2,1,90,"À Louer",950,"Ariana","Ennasr"
"Appartements",3,1,121,"À Vendre",167500,"Ariana","La Soukra"
"Appartements",4,1,170,"À Louer",1250,"Ariana","La Soukra"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Ariana","La Soukra"
"Appartements",3,1,164,"À Louer",1800,"Ariana","La Soukra"
"Maisons et Villas",4.5,1,231.5,"À Vendre",380000,"Ariana","Ghazela"
"Appartements",3,1,120,"À Louer",450,"Ariana","La Soukra"
"Appartements",2,1,85,"À Louer",300,"Ariana","Raoued"
"Appartements",3,1,130,"À Louer",800,"Ariana","Autres villes"
"Appartements",3,1,130,"À Louer",130,"Ariana","La Soukra"
"Appartements",3,1,145,"À Louer",610,"Ariana","Jardins D'el Menzah"
"Appartements",4,1,130,"À Louer",1400,"Ariana","Ennasr"
"Appartements",3,1,140,"À Vendre",280000,"Ariana","Jardins D'el Menzah"
"Appartements",3,1,170,"À Vendre",430000,"Ariana","Ennasr"
"Appartements",1,1,45,"À Vendre",80000,"Ariana","La Soukra"
"Colocations",2,1,70,"À Louer",125,"Ariana","Ghazela"
"Maisons et Villas",3,1,98,"À Vendre",130000,"Ariana","Ariana Ville"
"Appartements",3,1,98,"À Vendre",130000,"Ariana","Ariana"
"Appartements",2,1,70,"À Louer",800,"Ariana","Ennasr"
"Appartements",4,1,165,"À Vendre",310000,"Ariana","Autres villes"
"Appartements",2,1,120,"À Louer",1200,"Ariana","Ariana Ville"
"Maisons et Villas",3,1,200,"À Vendre",170000,"Ariana","Raoued"
"Terrains et Fermes",3,1,120,"À Vendre",280000,"Ariana","La Soukra"
"Appartements",3,1,175,"À Louer",1200,"Ariana","Ennasr"
"Appartements",3,1,120,"À Louer",700,"Ariana","Jardins D'el Menzah"
"Bureaux et Plateaux",3,1,170,"À Louer",1800,"Ariana","La Soukra"
"Maisons et Villas",2,1,90,"À Vendre",76000,"Ariana","Raoued"
"Maisons et Villas",3,1,231.5,"À Louer",1650,"Ariana","Ariana"
"Maisons et Villas",2,1,90,"À Louer",300,"Ariana","Raoued"
"Appartements",3,1,75,"À Vendre",130000,"Ariana","Borj Louzir"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Ariana","La Soukra"
"Appartements",3,1,120,"À Louer",1800,"Ariana","La Soukra"
"Appartements",2,1,95,"À Vendre",220000,"Ariana","La Soukra"
"Maisons et Villas",3,1,100,"À Vendre",170000,"Ariana","Borj Louzir"
"Maisons et Villas",3,1,90,"À Vendre",1e+05,"Ariana","Borj Louzir"
"Appartements",2,1,126,"À Vendre",330000,"Ariana","Jardins D'el Menzah"
"Appartements",2,1,100,"À Louer",90,"Ariana","Autres villes"
"Magasins, Commerces et Locaux industriels",1,1,30,"À Vendre",38000,"Ariana","Autres villes"
"Appartements",1,1,60,"À Louer",700,"Ariana","Jardins D'el Menzah"
"Appartements",3,1,100,"À Louer",780,"Ariana","La Soukra"
"Maisons et Villas",4,1,200,"À Vendre",170000,"Ariana","Ariana"
"Appartements",2,1,100,"À Louer",400,"Ariana","Ariana"
"Colocations",2,1,70,"À Louer",200,"Ariana","Ariana Ville"
"Appartements",2,1,100,"À Vendre",223000,"Ariana","La Soukra"
"Magasins, Commerces et Locaux industriels",2,1,200,"À Louer",1100,"Ariana","Mnihla"
"Maisons et Villas",3,1,120,"À Louer",450,"Ariana","La Soukra"
"Appartements",1,1,60,"À Vendre",180000,"Ariana","Autres villes"
"Magasins, Commerces et Locaux industriels",1,1,231.5,"À Vendre",250000,"Ariana","La Soukra"
"Bureaux et Plateaux",2,1,80,"À Louer",700,"Ariana","Ghazela"
"Terrains et Fermes",3,1,120,"À Vendre",65000,"Ariana","Ghazela"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Ariana","Chotrana"
"Appartements",2,1,60,"À Vendre",170000,"Ariana","La Soukra"
"Appartements",3,1,140,"À Louer",900,"Ariana","Ariana Ville"
"Appartements",4,1,110,"À Louer",790,"Ariana","Borj Louzir"
"Terrains et Fermes",3,1,120,"À Vendre",2e+05,"Ariana","Chotrana"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Ariana","La Soukra"
"Maisons et Villas",4.5,1,231.5,"À Vendre",230000,"Ariana","Raoued"
"Terrains et Fermes",3,1,120,"À Vendre",225000,"Ariana","Raoued"
"Appartements",2,1,108,"À Vendre",210000,"Ariana","Borj Louzir"
"Appartements",4,1,150,"À Louer",250,"Ariana","Ariana Ville"
"Appartements",2,1,120,"À Louer",800,"Ariana","Ghazela"
"Maisons et Villas",3,1,225,"À Vendre",135000,"Ariana","Chotrana"
"Maisons et Villas",4.5,1,228,"À Vendre",648800,"Ariana","Ettadhamen"
"Appartements",3,1,120,"À Louer",500,"Ariana","Borj Louzir"
"Appartements",4,1,130,"À Louer",820,"Ariana","La Soukra"
"Maisons et Villas",4.5,1,231.5,"À Vendre",360000,"Ariana","Raoued"
"Appartements",2,1,170,"À Vendre",330000,"Ariana","Ennasr"
"Magasins, Commerces et Locaux industriels",1,1,231.5,"À Louer",2500,"Ariana","Chotrana"
"Appartements",1,1,45,"À Vendre",120000,"Ariana","Ennasr"
"Terrains et Fermes",3,1,120,"À Vendre",120000,"Ariana","Autres villes"
"Appartements",3,1,147,"À Louer",1300,"Ariana","Ghazela"
"Appartements",1,1,70,"À Louer",70,"Ariana","Autres villes"
"Appartements",3,1,140,"À Vendre",275000,"Ariana","Jardins D'el Menzah"
"Appartements",1,1,60,"À Vendre",155000,"Ariana","Ennasr"
"Appartements",3,1,117,"À Vendre",270000,"Ariana","La Soukra"
"Maisons et Villas",1,1,150,"À Vendre",28000,"Ariana","Raoued"
"Maisons et Villas",4,1,231.5,"À Louer",6500,"Ariana","La Soukra"
"Appartements",1,1,130,"À Louer",1000,"Ariana","La Soukra"
"Appartements",2,1,119,"À Louer",1350,"Ariana","La Soukra"
"Maisons et Villas",3,1,200,"À Vendre",180000,"Ariana","Ariana"
"Appartements",2,1,80,"À Vendre",195000,"Ariana","Mnihla"
"Appartements",2,1,128,"À Vendre",365000,"Ariana","La Soukra"
"Appartements",2,1,70,"À Louer",700,"Ariana","Ariana Ville"
"Maisons et Villas",1,1,200,"À Vendre",60000,"Ariana","Raoued"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Ariana","La Soukra"
"Maisons et Villas",2,1,110,"À Vendre",120000,"Ariana","Raoued"
"Maisons et Villas",1,1,195,"À Vendre",65000,"Ariana","Chotrana"
"Maisons et Villas",4.5,1,220,"À Vendre",648800,"Ariana","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",230000,"Ariana","Sidi Thabet"
"Maisons et Villas",3,1,115,"À Vendre",130000,"Ariana","Borj Louzir"
"Maisons et Villas",2,1,70,"À Louer",320,"Ariana","Chotrana"
"Colocations",1,1,40,"À Louer",170,"Ariana","Ghazela"
"Appartements",2,1,66,"À Louer",650,"Ariana","Mnihla"
"Appartements",1,1,60,"À Vendre",170000,"Ariana","Chotrana"
"Maisons et Villas",4.5,1,200,"À Louer",2000,"Ariana","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",2e+05,"Ariana","Ariana Ville"
"Maisons et Villas",3,1,231.5,"À Vendre",180000,"Ariana","Raoued"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Ariana","Ariana"
"Appartements",2,1,80,"À Louer",400,"Ariana","Autres villes"
"Appartements",4,1,140,"À Louer",1800,"Ariana","La Soukra"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Ariana","Ennasr"
"Appartements",3,1,170,"À Louer",1800,"Ariana","La Soukra"
"Appartements",2,1,100,"À Louer",800,"Ariana","Ghazela"
"Magasins, Commerces et Locaux industriels",1,1,231.5,"À Louer",1600,"Ariana","Chotrana"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Ariana","La Soukra"
"Maisons et Villas",3,1,150,"À Louer",700,"Ariana","Raoued"
"Appartements",1,1,70,"À Louer",260,"Ariana","Raoued"
"Appartements",3,1,110,"À Louer",600,"Ariana","Autres villes"
"Appartements",3,1,140,"À Vendre",230000,"Ariana","Jardins D'el Menzah"
"Maisons et Villas",3,1,231.5,"À Vendre",648800,"Ariana","La Soukra"
"Appartements",2,1,80,"À Vendre",119000,"Ariana","Borj Louzir"
"Appartements",3,1,110,"À Louer",650,"Ariana","Ariana Ville"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Ariana","Sidi Thabet"
"Terrains et Fermes",3,1,120,"À Vendre",3e+05,"Ariana","Sidi Thabet"
"Terrains et Fermes",3,1,120,"À Vendre",450000,"Ariana","Raoued"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Ariana","Raoued"
"Terrains et Fermes",3,1,120,"À Vendre",240000,"Ariana","Raoued"
"Locations de vacances",2,1,80,"À Louer",600,"Ariana","Autres villes"
"Appartements",2,1,75,"À Louer",370,"Ariana","Ghazela"
"Appartements",2,1,92,"À Louer",480,"Ariana","Borj Louzir"
"Appartements",1,1,45,"À Louer",500,"Ariana","Ghazela"
"Locations de vacances",3,1,150,"À Louer",100,"Ariana","Autres villes"
"Bureaux et Plateaux",4.5,1,231.5,"À Louer",80,"Ariana","Ghazela"
"Terrains et Fermes",3,1,120,"À Vendre",65000,"Ariana","Autres villes"
"Appartements",4,1,147,"À Louer",1300,"Ariana","Ghazela"
"Appartements",1,1,70,"À Louer",550,"Ariana","Ghazela"
"Appartements",4,1,138,"À Louer",850,"Ariana","La Soukra"
"Appartements",1,1,60,"À Vendre",1e+05,"Ariana","La Soukra"
"Maisons et Villas",4,1,85,"À Vendre",130000,"Ariana","Autres villes"
"Maisons et Villas",2,1,160,"À Louer",400,"Ariana","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",111000,"Ariana","Autres villes"
"Maisons et Villas",2,1,225,"À Vendre",150000,"Ariana","Autres villes"
"Maisons et Villas",4,1,230,"À Louer",1720,"Ariana","Autres villes"
"Magasins, Commerces et Locaux industriels",1,1,190,"À Louer",1300,"Ariana","Autres villes"
"Magasins, Commerces et Locaux industriels",3,1,231.5,"À Vendre",648800,"Ariana","Ariana"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Ariana","La Soukra"
"Terrains et Fermes",3,1,120,"À Vendre",640000,"Ariana","La Soukra"
"Terrains et Fermes",3,1,120,"À Vendre",30000,"Ariana","Autres villes"
"Appartements",2,1,100,"À Louer",850,"Ariana","Jardins D'el Menzah"
"Magasins, Commerces et Locaux industriels",1,1,140,"À Louer",1200,"Ariana","Borj Louzir"
"Colocations",1,1,20,"À Louer",150,"Ariana","Borj Louzir"
"Magasins, Commerces et Locaux industriels",1,1,42,"À Vendre",55000,"Ariana","Autres villes"
"Maisons et Villas",2,1,80,"À Vendre",90000,"Ariana","La Soukra"
"Maisons et Villas",3,1,120,"À Louer",500,"Ariana","Ghazela"
"Appartements",2,1,85,"À Louer",420,"Ariana","Jardins D'el Menzah"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Ariana","Borj Louzir"
"Bureaux et Plateaux",4.5,1,231.5,"À Louer",9000,"Ariana","Ghazela"
"Appartements",1,1,30,"À Louer",140,"Ariana","Raoued"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Ariana","Autres villes"
"Appartements",4,1,100,"À Louer",700,"Ariana","Borj Louzir"
"Locations de vacances",2,1,65,"À Louer",60,"Ariana","Ariana Ville"
"Appartements",4,1,200,"À Vendre",420000,"Ariana","Jardins D'el Menzah"
"Maisons et Villas",3,1,100,"À Vendre",85000,"Ariana","Mnihla"
"Maisons et Villas",2,1,180,"À Louer",1200,"Ariana","Jardins D'el Menzah"
"Maisons et Villas",3,1,231.5,"À Louer",1500,"Ariana","Jardins D'el Menzah"
"Magasins, Commerces et Locaux industriels",1,1,231.5,"À Louer",4500,"Ariana","La Soukra"
"Appartements",3,1,105,"À Louer",470,"Ariana","Borj Louzir"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Ariana","Chotrana"
"Appartements",3,1,120,"À Louer",800,"Ariana","Ghazela"
"Terrains et Fermes",3,1,120,"À Vendre",145000,"Ariana","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",440000,"Ariana","Jardins D'el Menzah"
"Terrains et Fermes",3,1,120,"À Vendre",40000,"Ariana","Raoued"
"Maisons et Villas",3,1,100,"À Vendre",42000,"Ariana","Raoued"
"Appartements",1,1,100,"À Louer",100,"Ariana","Ennasr"
"Appartements",2,1,200,"À Louer",800,"Ariana","Ariana"
"Appartements",4,1,121,"À Vendre",140000,"Ariana","Ettadhamen"
"Terrains et Fermes",3,1,120,"À Vendre",3e+05,"Ariana","Mnihla"
"Appartements",4,1,231.5,"À Vendre",648800,"Ariana","La Soukra"
"Appartements",4,1,120,"À Louer",650,"Ariana","La Soukra"
"Maisons et Villas",4.5,1,231.5,"À Louer",1800,"Ariana","Ennasr"
"Appartements",3,1,100,"À Vendre",3e+05,"Ariana","Ariana Ville"
"Appartements",2,1,100,"À Louer",680,"Ariana","La Soukra"
"Appartements",2,1,74,"À Vendre",180000,"Ariana","Jardins D'el Menzah"
"Appartements",3,1,75,"À Vendre",110000,"Ariana","Borj Louzir"
"Appartements",4,1,165,"À Vendre",310000,"Ariana","Ariana Ville"
"Appartements",2,1,65,"À Louer",800,"Ariana","Ennasr"
"Colocations",2,1,231.5,"À Louer",250,"Ariana","Ghazela"
"Appartements",1,1,68,"À Vendre",195000,"Ariana","Autres villes"
"Appartements",1,1,90,"À Louer",450,"Ariana","Ariana"
"Maisons et Villas",4.5,1,231.5,"À Louer",2000,"Ariana","Jardins D'el Menzah"
"Terrains et Fermes",3,1,120,"À Vendre",220000,"Ariana","Autres villes"
"Appartements",3,1,140,"À Vendre",275000,"Ariana","Ennasr"
"Maisons et Villas",4,1,231.5,"À Vendre",648800,"Ariana","Ariana"
"Magasins, Commerces et Locaux industriels",1,1,231.5,"À Louer",4500,"Ariana","Ennasr"
"Appartements",2,1,80,"À Vendre",173000,"Ariana","Ennasr"
"Magasins, Commerces et Locaux industriels",1,1,231.5,"À Vendre",648800,"Ariana","Ennasr"
"Terrains et Fermes",3,1,120,"À Vendre",110000,"Ariana","Raoued"
"Appartements",2,1,80,"À Louer",550,"Ariana","Ghazela"
"Appartements",3,1,149,"À Vendre",275000,"Ariana","Autres villes"
"Appartements",2,1,70,"À Louer",490,"Ariana","Autres villes"
"Appartements",3,1,120,"À Louer",1400,"Ariana","La Soukra"
"Appartements",3,1,100,"À Louer",700,"Ariana","Autres villes"
"Maisons et Villas",4.5,1,231.5,"À Vendre",375000,"Ariana","Raoued"
"Maisons et Villas",3,1,231.5,"À Vendre",648800,"Ariana","La Soukra"
"Appartements",3,1,230,"À Louer",800,"Ariana","La Soukra"
"Terrains et Fermes",3,1,120,"À Vendre",30000,"Ariana","Sidi Thabet"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Ariana","La Soukra"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Ariana","La Soukra"
"Terrains et Fermes",3,1,120,"À Vendre",184000,"Ariana","La Soukra"
"Maisons et Villas",4,1,231.5,"À Vendre",648800,"Ariana","La Soukra"
"Maisons et Villas",4.5,1,231.5,"À Vendre",4e+05,"Ariana","Ghazela"
"Maisons et Villas",4,1,200,"À Vendre",185000,"Ariana","Ghazela"
"Appartements",2,1,65,"À Louer",800,"Ariana","Autres villes"
"Appartements",2,1,80,"À Louer",90,"Ariana","Ennasr"
"Maisons et Villas",4.5,1,183,"À Vendre",368000,"Ariana","Autres villes"
"Maisons et Villas",4,1,231.5,"À Vendre",240000,"Ariana","Borj Louzir"
"Maisons et Villas",4,1,231.5,"À Vendre",648800,"Ariana","Ariana"
"Terrains et Fermes",3,1,120,"À Vendre",377000,"Ariana","La Soukra"
"Maisons et Villas",3,1,90,"À Louer",600,"Ariana","Borj Louzir"
"Appartements",3,1,100,"À Vendre",265000,"Ariana","Ariana Ville"
"Maisons et Villas",4.5,1,231.5,"À Vendre",630000,"Ariana","Jardins D'el Menzah"
"Maisons et Villas",2,1,200,"À Louer",130,"Ariana","Sidi Thabet"
"Terrains et Fermes",3,1,120,"À Vendre",42000,"Ariana","Raoued"
"Appartements",3,1,110,"À Louer",600,"Ariana","Ariana"
"Appartements",3,1,99,"À Louer",650,"Ariana","Borj Louzir"
"Terrains et Fermes",3,1,120,"À Vendre",450000,"Ariana","Mnihla"
"Maisons et Villas",4,1,231.5,"À Vendre",335000,"Ariana","La Soukra"
"Maisons et Villas",3,1,226,"À Vendre",550000,"Ariana","Ennasr"
"Appartements",3,1,160,"À Louer",850,"Ariana","Ariana Ville"
"Maisons et Villas",4,1,152,"À Louer",1200,"Ariana","Jardins D'el Menzah"
"Terrains et Fermes",3,1,120,"À Vendre",120000,"Ariana","Sidi Thabet"
"Bureaux et Plateaux",4.5,1,231.5,"À Louer",4250,"Ariana","Autres villes"
"Maisons et Villas",2,1,150,"À Vendre",120000,"Ariana","Mnihla"
"Maisons et Villas",4,1,120,"À Louer",475,"Ariana","Autres villes"
"Maisons et Villas",3,1,231.5,"À Vendre",648800,"Ariana","La Soukra"
"Maisons et Villas",4,1,231.5,"À Vendre",648800,"Ariana","La Soukra"
"Appartements",1,1,30,"À Louer",250,"Ariana","Ennasr"
"Bureaux et Plateaux",1,1,30,"À Louer",250,"Ariana","Ennasr"
"Locations de vacances",1,1,170,"À Louer",90,"Ariana","La Soukra"
"Appartements",3,1,152,"À Vendre",260000,"Ariana","Ariana"
"Terrains et Fermes",3,1,120,"À Vendre",35000,"Ariana","Raoued"
"Bureaux et Plateaux",4.5,1,231.5,"À Louer",15000,"Ariana","Autres villes"
"Appartements",3,1,140,"À Louer",1500,"Ariana","Ennasr"
"Appartements",1,1,67,"À Vendre",160000,"Ariana","Ghazela"
"Terrains et Fermes",3,1,120,"À Vendre",82000,"Ariana","Autres villes"
"Appartements",3,1,74,"À Vendre",180000,"Ariana","Jardins D'el Menzah"
"Maisons et Villas",3,1,207,"À Vendre",6e+05,"Ariana","Ennasr"
"Appartements",1,1,55,"À Louer",300,"Ariana","Raoued"
"Appartements",3,1,170,"À Louer",1300,"Ariana","La Soukra"
"Terrains et Fermes",3,1,120,"À Vendre",135000,"Ariana","Autres villes"
"Maisons et Villas",4,1,231.5,"À Vendre",648800,"Ariana","Ariana"
"Terrains et Fermes",3,1,120,"À Vendre",112590,"Ariana","Raoued"
"Appartements",1,1,55,"À Louer",800,"Ariana","Ennasr"
"Terrains et Fermes",3,1,120,"À Vendre",280000,"Ariana","Mnihla"
"Appartements",2,1,120,"À Louer",330,"Ariana","Raoued"
"Maisons et Villas",4.5,1,231.5,"À Vendre",460000,"Ariana","Borj Louzir"
"Terrains et Fermes",3,1,120,"À Vendre",550000,"Ariana","Borj Louzir"
"Maisons et Villas",4.5,1,231.5,"À Vendre",550000,"Ariana","Ariana"
"Maisons et Villas",4.5,1,231.5,"À Vendre",220000,"Ariana","Ettadhamen"
"Terrains et Fermes",3,1,120,"À Vendre",1e+05,"Ariana","Sidi Thabet"
"Appartements",1,1,60,"À Louer",70,"Ariana","Ennasr"
"Appartements",1,1,78,"À Louer",1050,"Ariana","Ennasr"
"Appartements",1,1,65,"À Louer",400,"Ariana","La Soukra"
"Appartements",3,1,135,"À Vendre",345000,"Ariana","Ennasr"
"Appartements",2,1,100,"À Louer",700,"Ariana","Autres villes"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Ariana","Autres villes"
"Appartements",2,1,125,"À Vendre",312000,"Ariana","La Soukra"
"Maisons et Villas",4,1,130,"À Louer",1200,"Ariana","Jardins D'el Menzah"
"Appartements",3,1,96,"À Vendre",165000,"Ariana","La Soukra"
"Appartements",2,1,91,"À Vendre",185000,"Ariana","Ariana"
"Maisons et Villas",4,1,231.5,"À Louer",3800,"Ariana","La Soukra"
"Appartements",1,1,60,"À Louer",900,"Ariana","La Soukra"
"Appartements",1,1,63,"À Vendre",175000,"Ariana","La Soukra"
"Appartements",2,1,100,"À Vendre",250000,"Ariana","Ennasr"
"Appartements",1,1,40,"À Louer",800,"Ariana","Ennasr"
"Maisons et Villas",3,1,231.5,"À Louer",1000,"Ariana","Ghazela"
"Terrains et Fermes",3,1,120,"À Vendre",54000,"Ariana","Raoued"
"Appartements",2,1,97,"À Louer",1200,"Ariana","La Soukra"
"Appartements",3,1,80,"À Louer",480,"Ariana","Borj Louzir"
"Magasins, Commerces et Locaux industriels",1,1,69,"À Louer",1500,"Ariana","Jardins D'el Menzah"
"Appartements",1,1,120,"À Louer",550,"Ariana","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",155000,"Ariana","Sidi Thabet"
"Appartements",3,1,120,"À Louer",1300,"Ariana","Autres villes"
"Appartements",3,1,130,"À Louer",1400,"Ariana","Jardins D'el Menzah"
